geo,name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
ita,Italy,,,,,,45144.9104,45995.91238,47143.01742,48244.55252,49205.93263,50326.77149,51518.43752,51678.49116,51506.4216,51907.03379,51833.13424,52295.39775,52721.40241,50942.6398,49015.58095,48946.49146,48751.66524,46980.2861,46204.20835,46603.69856,47038.69926,48518.58132,49281.26179,49754.85793,50267.29418,46658.35902,50378.02714,51198.57562,52417.70594,53200.45359
jam,Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10157.18068,,,
jor,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9136.5421,,,
jpn,Japan,,,,,39232.12665,40154.03423,41307.11337,41502.82708,40980.95399,40703.96268,41616.57181,41734.45257,41594.8852,42058.84274,42897.107,43464.90758,43820.29866,44344.60084,42917.69107,41052.21021,42459.71874,42145.57312,42649.75443,43676.8227,43901.8931,45410.83223,45974.38856,46607.21026,46668.58294,46653.0606,45134.53827,46472.26511,46515.20049,47902.50617,
kaz,Kazakhstan,,,,11838.23242,10839.3534,9170.33857,8563.40369,9049.40191,9249.71351,9938.87194,11060.2848,11739.71562,12151.23788,12760.33728,14415.60798,16169.83467,18258.87071,20012.11243,21994.27551,19630.89733,21929.17967,24924.25643,25903.17624,27640.79136,28955.09449,27264.25729,26002.39947,27161.09657,28417.97511,29101.51758,28050.34026,28902.84913,32624.39367,32537.44811,34259.14811
ken,Kenya,3549.2742,3593.66217,3494.10056,3446.86882,3487.78184,3408.74826,3488.93946,3487.29273,3573.91362,3551.53159,3362.49215,3476.37101,3434.36259,3363.2335,3424.18672,3536.2,3705.75336,3795.46642,3706.05974,3427.39508,3554.36383,3599.01392,3725.75931,3753.94701,3901.50356,4131.11765,4629.87908,4689.48089,4880.3354,5063.35728,4987.8014,5264.44109,5400.65956,5531.66762,5704.47353
kgz,Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,3924.7927,4025.95269,4192.20022,4271.51569,4504.67244,4603.99225,4854.16633,5118.36301,5321.57121,5373.379,5235.26605,5350.54443,6295.11629,7103.52165,8035.97465
khm,Cambodia,,,,,,1426.83587,1382.00355,1395.54302,1373.20845,1501.40418,1643.3958,1747.87002,1818.14268,1987.99676,2143.91886,2344.94008,2562.86098,2807.3098,3209.88977,3138.08626,3274.68685,3499.48038,3671.61577,3879.77794,4185.4038,4458.28649,4746.37477,5100.0997,5543.29597,5982.71981,6014.61897,5973.42215,6196.88155,6500.10506,6640.66861
kir,Kiribati,,,,,,,,,,,,,,,,,2999.7098,3112.12611,2961.47407,2630.32208,2837.36791,2747.94783,3098.1499,3540.75289,4031.23752,4856.86136,4436.92669,4822.41659,4828.07293,5350.12022,4711.18983,4730.78955,5011.88005,5153.43055,
kna,St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26038.30388,,,
kor,South Korea,16431.49206,18063.60346,18997.93018,20186.30039,21870.9402,23585.33073,24945.4822,25776.20433,23672.6093,26059.06668,27610.33792,28457.42875,30773.2805,31428.1174,32618.01518,33425.57331,34563.98554,36302.45197,36170.62713,36921.23616,39484.68378,39845.1319,40844.53156,42251.45771,43443.93649,46041.43235,47974.70322,49385.99174,50131.78308,50278.56595,50283.27071,52263.23743,52087.91062,53103.32734,55151.45261
kwt,Kuwait,,,,,,,,,,,,,,,,,,,,,76012.05379,87521.2804,92617.07124,86510.35224,77337.31846,54495.40266,49321.85406,53256.18178,56888.37863,56567.4622,44802.45238,58893.19764,67548.90627,59021.35725,
lao,Lao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7620.24844,,,
lbn,Lebanon,4914.66584,6513.27906,9117.92945,10512.79477,11586.4506,12145.8131,13118.63372,12955.24819,13464.63381,13176.77957,12906.64141,13239.17544,12887.29984,11361.07104,13505.86599,13607.71535,13646.71993,14679.5289,15180.59741,17502.24342,18154.55373,17220.67677,17772.65738,16946.34673,15842.89226,16777.87427,17987.84629,18794.06363,18768.16505,18209.13353,14000.78136,10650.65954,9834.37698,10236.56002,
lbr,Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1443.67263,,,
lby,Libya,,,,,,,,,,,,,,,,,,,,,22242.31235,12549.36976,24319.77599,19691.55065,14601.93781,12996.30401,12021.42914,12189.00177,12718.61882,10221.28338,10141.32288,12448.61402,14016.64382,12316.30278,13509.81253
lca,St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18450.54204,,,
lka,Sri Lanka,4170.97476,4228.07609,4425.87272,4656.79152,4709.34495,4920.95429,5060.0785,5378.0007,5692.48292,5754.53353,5783.2771,5774.92745,6019.77686,6522.30509,6676.69921,6956.13956,7341.25771,7788.61996,7926.60009,8852.84256,,,,,,13171.76905,13772.14008,14498.53256,14594.26884,14414.37305,13782.20246,13994.62279,12617.56907,12406.95011,13379.29974
lso,Lesotho,,,,,,,,,,,,,,,,,,2920.52415,3062.26754,2791.83795,2916.10934,2939.13562,2910.62268,2955.86813,3048.04769,3230.4315,3227.5761,2975.81144,3167.63089,3121.93697,2974.13242,2968.25163,3037.90433,3044.23212,
ltu,Lithuania,,,,,,10774.81648,11828.43336,13146.50755,14139.7216,14263.76053,15185.56224,16363.50024,17730.77832,19490.00626,21861.05212,24213.00707,25887.99732,28789.20412,30654.71266,27278.80979,27241.13953,28737.55666,30132.52295,31871.56053,33878.03436,34967.26719,36757.62297,38901.3245,40932.72187,43193.78599,43720.98291,44335.3184,41589.72134,43912.22631,45884.44861
lux,Luxembourg,66862.81737,71217.30134,70429.1242,72782.93154,72566.87736,74979.43297,76183.25455,79378.37801,78805.41297,84447.06457,86465.07903,86985.1577,83525.81806,80869.56428,93075.58658,95769.62102,91273.12894,102551.75297,95917.42618,74607.85043,83379.09091,84675.64218,93884.52425,89115.00185,91898.75404,81728.01392,84833.57289,90580.00392,90495.51837,86258.69598,86955.66171,92640.93349,85215.75163,87964.75576,85030.46914
lva,Latvia,,,,,,10126.05393,10429.96786,11139.96204,12225.11323,12669.20175,13360.25797,14566.09167,15677.07162,17099.55238,18627.66882,21138.4222,23686.13679,27192.58276,26918.53994,24978.33206,23131.35779,24392.70981,25840.06251,26903.98433,27686.13021,28895.29993,30594.41285,31957.28726,33516.49804,34717.00742,34637.39848,36222.68073,36191.30402,36448.37996,37141.84044
mar,Morocco,4137.45654,4385.23438,4290.25391,4109.93555,4383.73047,4266.60547,4714.39014,4632.33252,4921.61279,4938.8833,4903.38721,5177.60645,5352.5166,5682.24365,5837.18945,5905.46533,6219.43262,6378.8916,6712.17236,6825.72559,6917.61768,7060.78467,7091.02588,7347.16162,7506.83691,8003.14648,8067.04883,8269.19043,8421.62988,8632.24219,8054.43604,8504.33594,8191.89355,8732.78516,9168.86621
mda,Moldova,,,,,,,5947.70359,6091.42402,5434.07381,5610.90235,5520.13163,6134.52125,6803.12153,7243.70247,7982.27386,8289.70381,8397.6864,8453.03177,8986.06191,8508.66034,9693.53982,10327.1258,10613.01493,11545.52561,12097.31879,11972.26249,12607.65721,13501.2861,14141.32934,15041.74655,14112.51026,15987.33072,15508.59096,16217.0109,17178.41258
mdg,Madagascar,1742.66386,1534.14445,1517.22512,1515.53965,1450.84677,1430.03345,1451.13725,1471.49516,1518.52022,1528.0755,1556.88061,1657.80405,1393.37004,1590.74589,1579.29686,1539.4106,1579.18133,1613.57084,1697.04909,1526.18377,1533.71549,1545.20575,1546.32307,1543.33189,1530.69907,1574.56747,1649.21894,1608.36416,1659.03178,1627.03446,1556.6423,1548.86653,1566.99458,1569.58073,1570.08307
mdv,Maldives,,,,,,,,,,,,,,,,,,,,,,,,,25393.63293,23508.25842,22279.2392,22575.67541,22795.77382,23491.13137,14624.7587,17110.99441,19561.96651,19054.68324,21146.9263
mex,Mexico,16262.19671,16631.73232,17007.36389,17480.03966,18014.2012,16247.80515,16912.70933,18111.41988,18848.37392,19405.03035,20311.90381,19825.33373,19691.79127,19944.48578,20418.88415,20524.06136,21222.68593,21486.37147,21665.7888,19627.44701,20283.39359,20432.90344,20642.5161,20463.23805,20743.60049,20715.94229,20824.25002,21260.45606,21360.4911,21194.36217,19158.30725,20245.56292,20650.85511,22409.73931,22498.30703
mhl,Marshall Islands,,,,,,,,4453.35882,4570.17111,4617.53738,4673.61386,4908.52674,4962.34012,4867.15122,4841.92603,5016.30193,4968.73505,5144.65744,4835.84257,4906.12815,4963.77052,4951.42035,4806.88461,5170.72599,5344.62515,5960.68635,6152.3756,6321.30899,6744.25436,7614.20198,7629.619,7412.62398,7622.22396,8047.7226,8628.52173
mkd,North Macedonia,11250.45524,11046.0266,10204.04335,9166.32366,9261.94434,9506.94763,9030.21255,8581.60089,8459.58467,8808.96718,10713.96371,10642.55284,10744.993,10963.62206,11547.77022,12192.69495,12955.78282,13369.62377,14267.28795,14571.44776,15121.87818,15138.24142,15244.4652,15929.3014,16852.37783,17725.1162,18748.51879,19081.49004,20005.04945,20961.45491,20295.48015,21172.47941,21811.99752,22027.29706,22899.16948
mli,Mali,1643.67042,1827.14661,1662.76709,1706.94349,1650.506,1651.20973,1742.94464,1753.34077,1875.75493,1868.3598,1769.74737,1853.54459,1779.01059,2006.84549,1991.63224,1997.15569,2103.13676,2105.97114,2094.10813,2298.3836,2395.28184,2462.04775,2364.26918,2222.34321,2333.1693,2426.59716,2510.15727,2552.53275,2607.375,2659.01658,2703.62825,2696.14652,2730.80295,2766.83289,2838.71423
mlt,Malta,,,,,,,,,,,27328.10619,28639.48595,29461.27868,30332.03447,30236.35494,29407.85328,29862.21476,31763.53405,32916.82423,31146.88018,33168.23687,33675.20206,34377.98166,35692.48674,38377.34656,41930.264,41198.46738,47796.14281,48504.37151,48372.21571,42779.20167,49504.30733,51992.55748,52801.93368,54738.56498
mmr,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5096.69887,,,
mne,Montenegro,,,,,,,,,,,,,,,,,15261.71446,17065.85895,18192.80958,17465.96821,17810.07241,18319.24679,17811.99281,18748.86619,19285.03596,20099.87123,21299.29426,22690.47863,23848.4679,25128.68195,20446.12033,24182.40224,26552.88684,29097.08167,29697.54436
mng,Mongolia,,,,,,,,,,,,,,,,,,,,,6949.95456,7872.67393,8853.20195,9728.51436,10491.6594,10258.88614,10527.04208,10793.99109,12047.30818,12626.32145,12250.27227,12632.65091,13776.92322,16350.08114,16784.442
moz,Mozambique,,552.16013,457.9848,487.79615,507.37604,473.72975,527.97016,585.87837,636.10442,706.01017,671.36372,698.64626,719.48357,827.30818,864.38552,900.54232,943.43648,1016.14514,1096.15087,1151.59093,1146.15138,1202.21948,1325.94079,1368.92705,1399.56079,1472.33678,1473.27844,1516.31569,1540.87564,1464.17575,1402.34643,1426.60383,1424.36785,1450.48091,1396.62329
mrt,Mauritania,3242.09163,3097.96609,3108.4411,3361.91116,3015.21857,3546.0089,3905.29526,3794.8464,3823.17914,3876.29581,3528.90629,3245.29838,3557.441,3955.69508,4039.17802,4587.40384,4777.14701,4600.65662,4518.36521,4413.28795,4832.13111,5337.06841,5181.55343,5173.57721,4456.82536,4398.33095,4810.26912,4916.2312,5498.62085,5689.35069,5984.40772,5744.0582,5382.24168,5836.12009,6125.55713
mus,Mauritius,10193.94744,10504.2517,11056.90371,11187.00348,11317.67782,11651.77581,12408.98063,13076.95604,14190.89948,14441.33241,15160.95853,15392.1033,16170.41572,16158.25459,16983.82345,16256.354,17084.2088,18720.6748,18367.58971,18053.57703,17819.27476,18028.66328,19755.51362,22269.51703,23518.52426,25589.24782,27053.04882,28289.0926,29192.44389,30033.16276,25104.90206,25356.67701,24072.95133,26729.549,27929.71386
mwi,Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,1631.31482,1570.60832,1641.0115,1631.05931,1636.88805,1565.59459,1562.09464,
mys,Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,26866.23893,27661.53509,28757.6428,29448.9587,30437.86058,28543.05443,29011.12616,31100.9023,31883.02013,32966.19846
nam,Namibia,6129.55239,5925.73095,5973.83325,5444.41538,5682.66249,5632.54465,5719.20051,5903.88417,6128.51182,5975.92705,6391.30986,6547.2545,6849.75579,6807.54937,7332.67912,7476.29524,8234.57235,8428.38959,8908.09957,8712.05882,8965.83711,9481.44113,9766.24374,10365.34076,10904.60719,11361.72529,11317.88377,11232.47519,10741.68466,10607.17069,9650.6592,9342.49592,9964.10796,10344.11655,10769.12861
ner,Niger,1443.36227,1407.05197,1309.63441,1333.20904,1322.50265,1359.68564,1301.21007,1290.02158,1355.01515,1317.60891,1262.54968,1325.57497,1345.32718,1320.53927,1286.14168,1318.86874,1338.93557,1324.5303,1371.50383,1342.89727,1398.28544,1397.33281,1459.15045,1489.04546,1527.18667,1540.80707,1550.68267,1564.70677,1638.67349,1680.95857,1543.43328,1614.65411,1810.64542,1903.05655,2066.04006
nga,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7481.55635,,,
nic,Nicaragua,,,,,3515.97943,3850.93898,4016.61856,4209.6437,4478.37911,4622.70185,4690.27165,4709.2726,4721.93813,4746.12937,4895.92619,5069.41333,5000.92579,5221.6527,5387.55947,5278.80056,5448.08072,5714.26779,5912.3025,5985.88226,6373.54591,6872.75136,7119.91767,7298.55077,6713.69811,6569.90862,6406.74481,6745.44971,6530.42602,7359.56568,7785.76928
nld,Netherlands,42195.28091,43077.75513,43114.17204,43536.47261,44891.56516,46525.98404,48182.53043,50093.33502,51604.87842,54228.45541,56071.92326,56388.81023,55991.26442,56586.74372,57256.01237,58459.22534,60892.65455,62581.78762,61345.88622,59639.98114,61402.80681,61866.42086,60699.98408,60671.43779,61074.84936,62227.22211,62526.20363,64597.13063,66495.50664,66699.08895,63299.38023,69406.24663,69504.05334,69746.1463,70390.11513
nor,Norway,44212.78617,44953.02937,45757.90296,46791.08698,48483.97722,50509.88887,54025.70734,56919.6642,55997.47025,59216.91835,67226.25098,68207.9557,66738.16136,67237.19401,71611.27253,78207.45681,82466.67207,82977.95543,86787.10949,78330.1457,80197.88236,82804.93213,84517.27651,84386.15268,84875.01721,82340.68857,79832.10608,82022.794,85231.16452,82100.54873,76655.3552,88781.53395,110848.88431,,
npl,Nepal,,,,,,,,,,,,2280.71944,2228.55413,2244.98745,2319.22318,2373.83621,2403.38648,2457.47349,2579.22048,2687.19334,2850.28748,3027.44693,3127.70552,3216.02275,3453.21523,3636.73894,3762.19142,4155.05665,4483.4831,4670.34237,4458.57702,4570.55138,4783.9592,4866.56814,5070.94516
nru,Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18209.5869,,,
nzl,New Zealand,26393.64496,23929.5416,24100.24696,25294.06799,26526.15207,27278.26508,27455.6543,28322.93009,28563.03728,29449.80464,30180.18606,31723.20522,32502.04581,34005.37416,34701.85751,35054.39175,35264.39868,36982.91557,35950.58813,36900.23196,37309.49329,38293.40853,38732.04043,40495.47738,41223.18026,42091.30787,43086.78449,44266.28887,44927.5924,46191.04051,45619.54042,46937.13362,47481.49437,46357.0227,
omn,Oman,,,,,,,,,23047.1309,24539.36811,27049.33478,26841.45791,27580.30886,29141.18542,32376.42002,32915.2577,39811.75618,43762.1846,50059.43238,44742.25817,48650.88524,50279.05357,48982.45266,47130.27077,43837.52107,37143.95814,34683.50564,36458.52004,38276.7565,36583.6507,33512.16793,36069.4784,40663.8252,37725.27938,36389.51813
pak,Pakistan,3264.79494,3304.20007,3510.89324,3457.88052,3481.9567,3573.97289,3636.37995,3536.59425,3609.76413,3612.4613,3607.2505,3602.70369,3603.32563,3696.85866,3875.99238,4055.80435,4119.72824,4164.24885,4040.07623,4038.77694,4042.95064,4083.55097,4070.52553,4170.58259,4283.74419,4413.24191,4699.65484,4876.33857,5085.22982,5131.95319,5015.59456,5299.51214,5367.03823,5454.21126,5583.9428
pan,Panama,,,,,,,11560.6975,12363.21508,12857.32618,13009.12722,13424.81655,13451.68197,13970.34274,14297.99211,14534.10375,15639.14917,16669.35429,18322.75859,19526.57272,20638.81812,20591.03659,23221.6574,24575.90105,26171.23692,26249.12928,28519.42076,29148.96173,30420.67224,30202.56097,31268.51957,26064.00084,29100.50978,32299.27586,34655.95387,35141.0881
per,Peru,5409.73442,5462.31856,5290.8498,5395.46386,5991.57058,6381.11299,6451.96165,6785.62989,6563.46968,6417.37524,6408.77653,6327.88208,6548.6691,6686.4033,6924.79604,7287.62007,8140.53031,8917.9306,9515.62201,9665.34469,10770.08246,11726.38097,12360.30915,12906.1119,13054.06583,13246.85816,13480.17054,13788.39854,14010.0569,14236.86703,12750.80084,14099.15793,14086.01787,14337.78788,15032.34403
phl,Philippines,4189.34444,4181.28675,4229.2642,4284.04849,4399.86982,4528.73446,4842.94537,4983.45675,4952.16,4957.64203,5213.3184,5258.03804,5344.14821,5501.68052,5743.38395,5933.99193,6111.39086,6386.072,6566.05996,6684.0286,7010.77529,7104.05963,7459.37277,7864.44158,8214.45008,8589.12204,9052.56592,9547.82829,9987.92475,10397.68496,9101.18351,9172.83966,10003.41409,10954.70787,11699.56804
plw,Palau,,,,,,,,,,,14113.23623,15006.41647,15366.83482,15329.34939,15878.52887,16358.28268,16699.71702,17193.03176,16689.92714,16490.63864,16008.46455,16591.79046,17027.40804,17448.76989,18051.12567,19919.44624,20314.85492,19858.79038,19195.90563,19437.50481,18697.09178,16390.89178,16018.01479,16126.70302,
png,Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3734.73136,,,
pol,Poland,,,,,,14089.87252,14889.87312,15776.37299,16580.72285,17288.40206,17956.92317,18160.42445,18376.00145,18862.92179,19629.71575,20612.13623,21732.55291,23183.18055,24440.28547,25034.39544,25680.29315,26745.10216,26921.71275,27279.74499,28541.02342,30210.00581,31163.85361,32680.35934,34573.91255,36429.02024,36753.21338,39255.30477,40906.87763,41589.46167,43133.95494
prt,Portugal,,,,,,28297.4519,28933.64507,29938.97846,31553.30937,32800.17051,32996.8667,33504.90073,33932.43207,33764.71357,34181.85463,34269.79571,34270.9109,35144.00836,34692.18721,34246.46074,34682.07026,34336.77152,32985.11644,33337.49067,33724.90011,34665.35889,35816.78857,36995.09104,38003.11956,39176.1047,36526.96928,38273.51975,39620.20327,41041.12694,42358.14011
pry,Paraguay,,,,,,9870.09088,9818.22972,9439.84961,9665.67874,9293.55231,8324.49855,8651.25574,9348.44786,8920.51485,9177.40487,9066.90081,9456.56588,10317.58154,10761.18092,10758.4846,11855.01183,12270.08174,11906.57023,12733.82048,13298.29743,13298.76813,13899.70577,14335.81921,14485.66907,14281.42829,14048.74989,14841.8633,14378.71584,14731.78372,14941.15384
pse,Palestine,,,,,4727.15685,4887.85059,4684.73926,5171.94905,5910.61005,6228.98614,5268.45417,4529.90634,3801.13915,4181.09631,4883.16132,5361.45308,5245.10117,5362.20606,5678.50135,5888.48668,5921.09489,6350.93898,6600.11373,6837.51977,6751.9849,6939.08024,7312.66504,7349.58129,7492.46758,7425.19852,6305.65076,6797.46591,7064.52884,6446.59187,4188.6314
qat,Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115036.6601,,,
rou,Romania,12477.60115,11230.94117,10006.85469,10359.40592,10836.43672,11031.60313,11234.07211,10768.12371,10705.97692,10727.89714,11269.19167,11968.7265,12931.69112,13199.40483,14570.02284,15859.52184,17670.30646,20546.46343,23287.03036,22030.52922,21819.83686,23119.96299,23318.48475,23691.92673,25290.82807,26543.81161,27877.11263,30527.63051,32730.09803,34946.67129,34328.82234,36871.42329,38174.49714,39478.10382,40935.2538
rus,Russia,,,,,,,,,,,,,,,,,,,,,,,35821.625,36342.14844,35934.41016,35116.47656,34109.38281,34698.62891,35727.02734,36221.54297,35604.01953,37729.78906,37167.30859,38912.21094,
rwa,Rwanda,1034.49866,1018.81092,1052.73836,941.20482,462.24564,890.41153,825.48445,842.26881,886.61826,931.97036,1030.21536,1074.49276,1195.35241,1157.48967,1222.26422,1309.0993,1454.80115,1531.21516,1563.14017,1653.34295,1713.14751,1831.81304,1934.04714,1972.43099,2058.96039,2227.23191,2278.25241,2324.29493,2418.64304,2589.8271,2455.93708,2677.65201,2786.26086,2937.46494,3277.63302
sau,Saudi Arabia,,,,,,,,,,,43547.04585,40394.25311,41767.77342,42653.28999,48385.49628,55234.29939,58815.94189,59261.96427,67329.22032,52675.46507,61655.83249,73920.27874,74860.86108,70562.04883,67536.89248,56098.10281,52448.61059,55881.4495,62750.78975,63557.77613,52924.25226,63437.61304,72136.23094,65885.19947,62735.81276
sdn,Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3354.70288,3154.05176,3213.44702,3121.36646,3083.86011,2226.31934,1815.28528
sen,Senegal,2741.16301,2743.16195,2762.43401,2729.92725,2394.73533,2477.79758,2540.91048,2578.75388,2678.88033,2752.42446,2692.81175,2881.46011,2736.36259,2905.29103,2883.0782,2996.49584,3013.2733,3043.2352,2960.46555,3127.58473,3172.46796,3073.7469,3044.63127,3127.93519,3294.62173,3435.84358,3621.81582,3775.67024,3859.46275,3941.8736,3973.54297,4067.24086,4112.54937,4151.00205,4460.76051
sgp,Singapore,41223.97461,43370.64708,45103.87204,47313.84327,53996.62187,57133.9876,58250.16951,62130.58334,59529.63308,60226.68279,64418.25182,62121.97464,62750.97915,68387.8946,72449.72163,77314.92191,83793.39629,87212.05071,79626.8511,76093.63611,89791.80508,89183.63136,88812.25068,89436.24282,92492.51528,92295.01384,95567.03066,100399.22777,98700.25521,99276.81885,93380.76319,112701.38728,115142.85756,106019.48622,110344.36345
slb,Solomon Islands,1964.80911,1559.47688,1984.73386,2283.52705,2511.23972,2901.63932,3232.53934,3169.17409,3188.40106,2843.9685,2257.2127,2097.8327,1958.53264,1736.36488,2010.84704,2158.13224,2260.00732,2303.65603,2191.1844,2263.85038,2391.88644,2574.67586,2529.18963,2700.91285,2670.67435,2700.80875,2694.86407,2646.66752,2804.35305,2758.71201,2539.75483,2478.09334,2474.93922,2486.70904,2554.24166
sle,Sierra Leone,,,,,,,,,,,,1638.2008,1942.00519,2040.22948,2048.28357,2123.68543,2067.80363,2031.89632,2129.50165,2300.50812,2430.77949,2380.30678,2755.5767,3004.0716,2760.79415,2549.62746,2687.59221,2766.66052,2797.42613,2857.62939,2804.27079,2820.83631,2944.45864,3025.83819,2948.39996
slv,El Salvador,5975.88471,6003.27012,6325.91967,6782.07491,7184.94796,7680.6499,7655.48676,7932.31754,8155.79361,8127.32277,8162.74642,8248.37834,8303.65146,8303.55677,8263.14561,8529.2826,8929.56445,9069.83574,8952.4694,8584.79131,8678.19518,8819.28728,8991.09507,9079.52928,9153.35088,9511.2158,9749.31521,9815.67564,9930.026,10305.58264,9473.42862,10181.44813,10219.87797,10668.27713,10825.27779
smr,San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,55025.64036,53627.77009,54848.65541,50414.29431,58351.70608,64762.88002,64745.72019,
som,Somalia,,,,,,,,,,,,,,,,,,,,,,,,1158.26849,1238.70023,1308.06441,1360.37304,1515.41079,1488.27735,1476.92997,1379.38853,1386.59174,1378.21151,1424.64772,1451.74361
srb,Serbia,,,,,,,,10927.17226,11224.05184,10235.34667,10990.58681,11175.65493,11963.76834,12601.17067,13149.86026,13842.69624,14764.36299,15936.74006,16814.39004,16840.50947,16740.49451,16719.19894,16650.93268,17091.82414,17009.11582,17247.75254,17761.25156,18043.04021,19161.20278,20136.0093,20857.92214,22545.23465,23003.07755,24640.09472,25854.53251
stp,Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5762.53946,,,
sur,Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16194.10925,,,
svk,Slovak Republic,,,,,,18073.54535,18692.89998,19810.13104,20345.2207,20003.16147,20537.08243,21144.13501,22023.6997,22005.83515,23406.83381,25267.29719,27145.44409,29789.95049,31264.10844,29640.38155,30915.64815,30889.32199,31526.34835,31837.85699,32523.99856,33630.75642,34049.34644,35087.83552,36338.43942,36725.51728,36165.54135,37238.30169,36076.39083,36635.50265,37683.62167
svn,Slovenia,,,,,,25115.90758,25988.52907,27342.07928,28364.34904,29943.651,30321.41572,31468.08739,32521.33046,33589.06169,34750.35781,35732.23233,37471.26494,39759.53602,40566.06427,38264.79168,37724.44737,37512.72322,36024.41089,35935.63461,37320.85445,37758.84058,39334.91974,41540.66569,43338.785,44615.23101,43079.56352,45501.66283,45096.53975,47485.46317,48592.26561
swe,Sweden,41646.21053,40705.85954,39435.55455,37680.58312,39652.45161,41654.74698,42006.0866,43169.17283,45113.23289,47400.58796,49312.98489,49617.11065,50200.90263,51467.25309,52560.12543,53917.45049,56866.58185,58947.66903,58201.58209,54894.86591,57775.75724,58509.18406,57767.69648,57860.04145,58597.18503,59957.20637,60297.89637,61154.94989,61496.85759,63226.28843,61956.52599,65081.96009,65059.66387,64451.07731,64920.64148
swz,Eswatini,,,,,,,,,,,,,,,,,,,,,,,,9245.25708,9233.5973,9580.33704,9681.141,9630.91777,9297.41596,9552.92474,9311.63039,9237.01565,9160.6608,9734.27049,9632.49111
syc,Seychelles,15030.8032,15342.88381,16485.27161,17300.25944,16670.84794,16027.25787,17521.25943,19580.73999,19435.83545,19311.87447,19729.32945,19710.11814,18050.76137,17831.67397,18638.66589,20212.54883,21648.58248,21691.26639,20320.90982,20066.32212,20608.45434,22810.14696,24954.83175,23339.89641,23887.28378,25598.97436,28024.55248,29627.68059,31385.39788,33095.3205,29041.74858,28723.19962,27682.19433,29195.03792,
syr,Syria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4425.99252,,,
tcd,Chad,2244.85405,2252.1967,2264.07431,1847.82618,1870.91431,1768.39426,1697.64825,1742.13611,1800.90818,1755.87232,1700.54645,2010.08767,2846.87844,2145.59164,,2398.50374,2389.12556,2460.47446,2506.64201,2442.68436,2848.74354,2903.07182,3097.22777,2966.01568,2817.45923,2729.96631,2437.17158,2361.89648,2507.01806,2487.33487,2294.53363,2409.94748,2605.07038,2461.47484,2424.60015
tgo,Togo,2483.01421,2257.025,2143.84407,1674.45226,1817.03169,1877.80934,2178.62201,2417.83107,2325.96121,2277.0896,2171.19634,2125.42979,2178.36509,2261.46791,2155.35297,1959.79416,1935.82565,1871.25166,1930.00717,1986.90395,2025.0491,2195.2137,2182.33858,2254.45638,2334.98166,2458.83039,2426.19434,2450.85352,2508.31229,2573.26672,2582.58646,2644.5709,2757.59946,,
tha,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19539.57327,,,
tjk,Tajikistan,,,,5873.57039,3004.80819,3744.05508,2575.83093,2078.50092,2711.43068,3051.40764,3405.79931,3391.66614,3727.14814,4013.7903,4526.93047,5719.53527,5515.22579,5260.06872,5968.7954,5923.71406,5445.83166,5815.31846,6091.22284,7118.17357,7611.80763,7875.90198,7095.71164,6990.78972,8012.41772,7736.17982,6928.36191,4798.05413,8310.5553,7500.20928,
tkm,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16332.57792,,,
tls,Timor-Leste,,,,,,,,,,,3430.79179,3710.7909,3893.82492,3252.39203,3403.88698,4165.55478,5772.05672,7649.90629,11114.42878,8484.3379,10185.95611,12261.39003,10435.37163,9351.5204,7464.88865,6239.0414,4951.2213,4884.16149,4702.23325,5721.49209,4682.68342,6521.39569,5333.70522,3842.48933,3469.89
